Final.Index,Authors,Pub.Year,Journal,Vol.p-p,Study.ID,Species,Taxon.group,Study.type,Year.span,Year,Population,Lat.Decimal.Degrees,Long.Decimal.Degrees,TemporalDataset,SpatialDataset,GenericYr,GenericSpp,Season,Generic.Population,Trait,Sex,Age,Fitness.Measure,Trait.Name,Trait.Class,Generic.Trait.Class,Fitness.Measure.Defined,Fit.Comp,N,Grad.linear.value,Grad.linear.StErr,Grad.linear.p-value,Grad.quad.value,Grad.quad.StErr,Grad.quad.p-value,Diff.linear.value,Diff.linear.StErr,Diff.linear.p-value,Diff.quad.value,Diff.quad.StErr,Diff.quad.p-value
4666,Carlson et al.,2008,Functional Ecology,22:663-673,110,Salmo trutta,V,L,2005,2005,"Bellbekken, Norway",61.25,11.85,2,0,4,1,1,1,1,1,1,1,body length,Size,Size,survival,S,339,,,,,,,-0.144287056,,0.332441853,-2.195936364,,0.413851314
4667,Carlson et al.,2008,Functional Ecology,22:663-673,110,Salmo trutta,V,L,2005,2005,"Bellbekken, Norway",61.25,11.85,4,0,4,1,1,1,1,1,2,1,body length,Size,Size,survival,S,308,,,,,,,0.009511024,,0.888579352,1.702727311,,0.436844596
4668,Carlson et al.,2008,Functional Ecology,22:663-673,110,Salmo trutta,V,L,2005,2005,"Bellbekken, Norway",61.25,11.85,6,0,4,1,1,1,1,1,3,1,body length,Size,Size,survival,S,218,,,,,,,-0.081019464,,0.16597428,-3.634533245,,0.040862669
4669,Carlson et al.,2008,Functional Ecology,22:663-673,110,Salmo trutta,V,L,2005,2005,"Bellbekken, Norway",61.25,11.85,8,0,4,1,1,1,1,1,4,1,body length,Size,Size,survival,S,65,,,,,,,0.07699615,,0.206653939,1.331841405,,0.428066123
4670,Carlson and Quinn,2007,Ecology,88(10):2620-2629,111,Oncorhynchus nerka,V,L,1997,1997,"Hansen Creek, AK, USA",59.3217,-158.7014,1,0,1,1,1,1,1,2,1,1,body size-at-maturity,Size,Size,survival,S,1689,,,,,,,-0.028638768,,< 0.001,,,
4671,Carlson and Quinn,2007,Ecology,88(10):2620-2629,111,Oncorhynchus nerka,V,L,1998,1998,"Hansen Creek, AK, USA",59.3217,-158.7014,1,0,2,1,1,1,1,2,1,1,body size-at-maturity,Size,Size,survival,S,2725,,,,,,,-0.028080826,,< 0.001,,,
4672,Carlson and Quinn,2007,Ecology,88(10):2620-2629,111,Oncorhynchus nerka,V,L,1999,1999,"Hansen Creek, AK, USA",59.3217,-158.7014,1,0,3,1,1,1,1,2,1,1,body size-at-maturity,Size,Size,survival,S,1704,,,,,,,-0.058169484,,< 0.001,,,
4673,Carlson and Quinn,2007,Ecology,88(10):2620-2629,111,Oncorhynchus nerka,V,L,2000,2000,"Hansen Creek, AK, USA",59.3217,-158.7014,1,0,4,1,1,1,1,2,1,1,body size-at-maturity,Size,Size,survival,S,1246,,,,,,,-0.024917143,,0.001394411,,,
4674,Carlson and Quinn,2007,Ecology,88(10):2620-2629,111,Oncorhynchus nerka,V,L,2002,2002,"Hansen Creek, AK, USA",59.3217,-158.7014,1,0,6,1,1,1,1,2,1,1,body size-at-maturity,Size,Size,survival,S,1619,,,,,,,-0.014767977,,0.04962768,,,
4675,Carlson and Quinn,2007,Ecology,88(10):2620-2629,111,Oncorhynchus nerka,V,L,2003,2003,"Hansen Creek, AK, USA",59.3217,-158.7014,1,0,7,1,1,1,1,2,1,1,body size-at-maturity,Size,Size,survival,S,1803,,,,,,,-0.084901556,,< 0.001,,,
4676,Carlson and Quinn,2007,Ecology,88(10):2620-2629,111,Oncorhynchus nerka,V,L,2004,2004,"Hansen Creek, AK, USA",59.3217,-158.7014,1,0,8,1,1,1,1,2,1,1,body size-at-maturity,Size,Size,survival,S,1443,,,,,,,-0.134879253,,< 0.001,,,
4677,Carlson and Quinn,2007,Ecology,88(10):2620-2629,111,Oncorhynchus nerka,V,L,2005,2005,"Hansen Creek, AK, USA",59.3217,-158.7014,1,0,9,1,1,1,1,2,1,1,body size-at-maturity,Size,Size,survival,S,1609,,,,,,,-0.054523025,,< 0.001,,,
4678,Carlson and Quinn,2007,Ecology,88(10):2620-2629,111,Oncorhynchus nerka,V,L,2006,2006,"Hansen Creek, AK, USA",59.3217,-158.7014,1,0,10,1,1,1,1,2,1,1,body size-at-maturity,Size,Size,survival,S,2264,,,,,,,-0.064706569,,< 0.001,,,
4679,Carlson and Quinn,2007,Ecology,88(10):2620-2629,111,Oncorhynchus nerka,V,L,1997,1997,"Hansen Creek, AK, USA",59.3217,-158.7014,2,0,1,1,1,1,1,1,1,1,body size-at-maturity,Size,Size,survival,S,1519,,,,,,,-0.089306109,,< 0.001,,,
4680,Carlson and Quinn,2007,Ecology,88(10):2620-2629,111,Oncorhynchus nerka,V,L,1998,1998,"Hansen Creek, AK, USA",59.3217,-158.7014,2,0,2,1,1,1,1,1,1,1,body size-at-maturity,Size,Size,survival,S,3170,,,,,,,-0.036295826,,< 0.001,,,
4681,Carlson and Quinn,2007,Ecology,88(10):2620-2629,111,Oncorhynchus nerka,V,L,1999,1999,"Hansen Creek, AK, USA",59.3217,-158.7014,2,0,3,1,1,1,1,1,1,1,body size-at-maturity,Size,Size,survival,S,1161,,,,,,,-0.114693044,,< 0.001,,,
4682,Carlson and Quinn,2007,Ecology,88(10):2620-2629,111,Oncorhynchus nerka,V,L,2000,2000,"Hansen Creek, AK, USA",59.3217,-158.7014,2,0,4,1,1,1,1,1,1,1,body size-at-maturity,Size,Size,survival,S,1085,,,,,,,-0.063224877,,< 0.001,,,
4683,Carlson and Quinn,2007,Ecology,88(10):2620-2629,111,Oncorhynchus nerka,V,L,2001,2001,"Hansen Creek, AK, USA",59.3217,-158.7014,2,0,5,1,1,1,1,1,1,1,body size-at-maturity,Size,Size,survival,S,599,,,,,,,-0.002419959,,0.477807862,,,
4684,Carlson and Quinn,2007,Ecology,88(10):2620-2629,111,Oncorhynchus nerka,V,L,2002,2002,"Hansen Creek, AK, USA",59.3217,-158.7014,2,0,6,1,1,1,1,1,1,1,body size-at-maturity,Size,Size,survival,S,1514,,,,,,,-0.041515614,,< 0.001,,,
4685,Carlson and Quinn,2007,Ecology,88(10):2620-2629,111,Oncorhynchus nerka,V,L,2003,2003,"Hansen Creek, AK, USA",59.3217,-158.7014,2,0,7,1,1,1,1,1,1,1,body size-at-maturity,Size,Size,survival,S,1633,,,,,,,-0.104123578,,< 0.001,,,
4686,Carlson and Quinn,2007,Ecology,88(10):2620-2629,111,Oncorhynchus nerka,V,L,2004,2004,"Hansen Creek, AK, USA",59.3217,-158.7014,2,0,8,1,1,1,1,1,1,1,body size-at-maturity,Size,Size,survival,S,764,,,,,,,-0.300351701,,< 0.001,,,
4687,Carlson and Quinn,2007,Ecology,88(10):2620-2629,111,Oncorhynchus nerka,V,L,2005,2005,"Hansen Creek, AK, USA",59.3217,-158.7014,2,0,9,1,1,1,1,1,1,1,body size-at-maturity,Size,Size,survival,S,1049,,,,,,,-0.097113132,,< 0.001,,,
4688,Carlson and Quinn,2007,Ecology,88(10):2620-2629,111,Oncorhynchus nerka,V,L,2006,2006,"Hansen Creek, AK, USA",59.3217,-158.7014,2,0,10,1,1,1,1,1,1,1,body size-at-maturity,Size,Size,survival,S,1258,,,,,,,-0.130018194,,< 0.001,,,
4689,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2000,2000,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,1,0,1,1,1,1,1,1,1,1,wing,OtherMO,OMO,survival,S,,-0.06,0.06,ns,0.12,0.08,ns,-0.01,0.06,ns,0.12,0.08,ns
4690,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2000,2000,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,2,0,1,1,1,1,2,1,1,1,tail,OtherMO,OMO,survival,S,,0.07,0.06,ns,-0.05,0.08,ns,0.06,0.06,ns,-0.01,0.08,ns
4691,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2000,2000,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,3,0,1,1,1,1,3,1,1,1,tarsus,OtherMO,OMO,survival,S,,0.03,0.07,ns,-0.05,0.09,ns,0.08,0.06,ns,-0.02,0.09,ns
4692,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2000,2000,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,4,0,1,1,1,1,4,1,1,1,cull,OtherMO,OMO,survival,S,,-0.07,0.09,ns,0.21,0.11,ns,0.05,0.06,ns,0.16,0.1,ns
4693,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2000,2000,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,5,0,1,1,1,1,5,1,1,1,culd,OtherMO,OMO,survival,S,,-0.01,0.08,ns,0.08,0.08,ns,0.06,0.06,ns,0.03,0.07,ns
4694,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2000,2000,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,6,0,1,1,1,1,6,1,1,1,culw,OtherMO,OMO,survival,S,,0.16,0.08,<0.05,-0.22,0.1,<0.05,0.13,0.06,<0.05,-0.18,0.09,<0.05
4695,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2000,2000,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,7,0,1,1,1,1,7,1,1,1,pc1,PC,PC,survival,S,,0.09,0.06,<0.10,0.01,0.1,ns,0.09,0.06,<0.10,0.01,0.1,ns
4696,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2000,2000,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,8,0,1,1,1,1,8,1,1,1,pc2,PC,PC,survival,S,,-0.04,0.06,ns,-0.05,0.08,ns,-0.04,0.06,ns,-0.04,0.08,ns
4697,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2000,2000,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,9,0,1,1,1,1,9,1,1,1,pc3,PC,PC,survival,S,,-0.03,0.06,ns,0.02,0.09,ns,-0.03,0.06,ns,0.03,0.09,ns
4698,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2001,2001,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,1,0,2,1,1,1,1,1,1,1,wing,OtherMO,OMO,survival,S,,0.32,0.2,ns,0.06,0.23,ns,0.14,0.16,ns,0.11,0.22,ns
4699,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2001,2001,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,2,0,2,1,1,1,2,1,1,1,tail,OtherMO,OMO,survival,S,,-0.32,0.2,ns,-0.01,0.16,ns,-0.18,0.16,ns,0.14,0.13,ns
4700,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2001,2001,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,3,0,2,1,1,1,3,1,1,1,tarsus,OtherMO,OMO,survival,S,,-0.09,0.17,ns,0.03,0.27,ns,-0.14,0.16,ns,0.05,0.24,ns
4701,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2001,2001,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,4,0,2,1,1,1,4,1,1,1,cull,OtherMO,OMO,survival,S,,-0.14,0.19,ns,0.15,0.16,ns,-0.18,0.16,ns,0.08,0.15,ns
4702,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2001,2001,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,5,0,2,1,1,1,5,1,1,1,culd,OtherMO,OMO,survival,S,,-0.14,0.2,ns,0.39,0.25,ns,-0.17,0.16,ns,0.34,0.21,ns
4703,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2001,2001,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,6,0,2,1,1,1,6,1,1,1,culw,OtherMO,OMO,survival,S,,0.15,0.19,ns,-0.28,0.25,ns,0.06,0.16,ns,-0.09,0.23,ns
4704,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2001,2001,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,7,0,2,1,1,1,7,1,1,1,pc1,PC,PC,survival,S,,-0.13,0.16,ns,0.18,0.22,ns,-0.13,0.16,ns,0.22,0.21,ns
4705,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2001,2001,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,8,0,2,1,1,1,8,1,1,1,pc2,PC,PC,survival,S,,0.15,0.16,ns,0.31,0.24,ns,0.15,0.16,ns,0.33,0.22,ns
4706,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2001,2001,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,9,0,2,1,1,1,9,1,1,1,pc3,PC,PC,survival,S,,-0.13,0.16,ns,-0.12,0.28,ns,-0.13,0.16,ns,-0.08,0.27,ns
4707,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2002,2002,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,1,0,3,1,1,1,1,1,1,1,wing,OtherMO,OMO,survival,S,,-0.1,0.1,ns,0.03,0.07,ns,-0.09,0.08,ns,0.01,0.06,ns
4708,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2002,2002,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,2,0,3,1,1,1,2,1,1,1,tail,OtherMO,OMO,survival,S,,0.11,0.1,ns,0.02,0.11,ns,0.03,0.08,ns,0.06,0.11,ns
4709,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2002,2002,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,3,0,3,1,1,1,3,1,1,1,tarsus,OtherMO,OMO,survival,S,,0.08,0.09,ns,0.19,0.12,ns,0.04,0.08,ns,0.17,0.11,ns
4710,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2002,2002,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,4,0,3,1,1,1,4,1,1,1,cull,OtherMO,OMO,survival,S,,-0.11,0.1,ns,-0.15,0.13,ns,-0.08,0.08,ns,-0.14,0.11,ns
4711,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2002,2002,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,5,0,3,1,1,1,5,1,1,1,culd,OtherMO,OMO,survival,S,,-0.1,0.1,ns,-0.07,0.1,ns,-0.08,0.09,ns,-0.06,0.09,ns
4712,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2002,2002,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,6,0,3,1,1,1,6,1,1,1,culw,OtherMO,OMO,survival,S,,0.11,0.11,ns,0.01,0.23,ns,0.13,0.1,ns,0.1,0.2,ns
4713,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2002,2002,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,7,0,3,1,1,1,7,1,1,1,pc1,PC,PC,survival,S,,-0.04,0.08,ns,-0.04,0.15,ns,-0.04,0.08,ns,-0.06,0.14,ns
4714,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2002,2002,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,8,0,3,1,1,1,8,1,1,1,pc2,PC,PC,survival,S,,-0.01,0.08,ns,0.04,0.1,ns,-0.01,0.08,ns,0.06,0.1,<0.10
4715,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2002,2002,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,9,0,3,1,1,1,9,1,1,1,pc3,PC,PC,survival,S,,-0.1,0.08,ns,0.01,0.07,ns,-0.3,0.25,ns,0.01,0.07,ns
4716,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2000,2000,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,10,0,1,1,1,1,1,1,2,1,wing,OtherMO,OMO,survival,S,,<0.01,0.05,ns,0.01,0.07,ns,0.03,0.05,ns,-0.04,0.07,ns
4717,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2000,2000,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,11,0,1,1,1,1,2,1,2,1,tail,OtherMO,OMO,survival,S,,-0.06,0.05,ns,-0.27,0.08,<0.01,-0.05,0.05,ns,-0.29,0.08,<0.01
4718,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2000,2000,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,12,0,1,1,1,1,3,1,2,1,tarsus,OtherMO,OMO,survival,S,,-0.11,0.05,<0.05,-0.05,0.07,ns,-0.03,0.05,ns,-0.03,0.08,ns
4719,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2000,2000,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,13,0,1,1,1,1,4,1,2,1,cull,OtherMO,OMO,survival,S,,0.18,0.06,<0.01,-0.05,0.07,ns,0.15,0.05,<0.01,-0.09,0.07,ns
4720,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2000,2000,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,14,0,1,1,1,1,5,1,2,1,culd,OtherMO,OMO,survival,S,,-0.04,0.05,ns,0.09,0.05,<0.05,0.01,0.05,ns,0.12,0.05,<0.05
4721,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2000,2000,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,15,0,1,1,1,1,6,1,2,1,culw,OtherMO,OMO,survival,S,,0.07,0.06,ns,-0.2,0.08,<0.05,0.1,0.05,ns,0.18,0.08,<0.05
4722,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2000,2000,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,16,0,1,1,1,1,7,1,2,1,pc1,PC,PC,survival,S,,0.09,0.05,<0.10,-0.1,0.07,ns,0.09,0.05,<0.1,-0.08,0.07,ns
4723,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2000,2000,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,17,0,1,1,1,1,8,1,2,1,pc2,PC,PC,survival,S,,-0.03,0.05,ns,-0.18,0.08,<0.05,-0.03,0.05,ns,-0.16,0.08,<0.05
4724,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2000,2000,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,18,0,1,1,1,1,9,1,2,1,pc3,PC,PC,survival,S,,<0.01,0.05,ns,0.12,0.07,ns,0.01,0.05,ns,0.12,0.07,ns
4725,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2001,2001,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,10,0,2,1,1,1,1,1,2,1,wing,OtherMO,OMO,survival,S,,-0.03,0.06,ns,0.04,0.07,ns,-0.01,0.05,ns,0.02,0.07,ns
4726,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2001,2001,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,11,0,2,1,1,1,2,1,2,1,tail,OtherMO,OMO,survival,S,,<0.01,0.06,ns,0.01,0.09,ns,-0.02,0.05,ns,-0.03,0.09,ns
4727,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2001,2001,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,12,0,2,1,1,1,3,1,2,1,tarsus,OtherMO,OMO,survival,S,,-0.05,0.06,ns,-0.11,0.09,ns,-0.04,0.05,ns,-0.1,0.08,ns
4728,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2001,2001,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,13,0,2,1,1,1,4,1,2,1,cull,OtherMO,OMO,survival,S,,0.06,0.06,ns,-0.02,0.08,ns,0.04,0.05,ns,-0.05,0.07,ns
4729,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2001,2001,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,14,0,2,1,1,1,5,1,2,1,culd,OtherMO,OMO,survival,S,,-0.06,0.06,ns,0.05,0.07,ns,-0.04,0.05,ns,0.05,0.06,ns
4730,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2001,2001,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,15,0,2,1,1,1,6,1,2,1,culw,OtherMO,OMO,survival,S,,0.06,0.06,ns,-0.08,0.09,ns,0.05,0.05,ns,-0.08,0.08,ns
4731,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2001,2001,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,16,0,2,1,1,1,7,1,2,1,pc1,PC,PC,survival,S,,<0.01,0.06,ns,0.02,0.07,ns,0.01,0.05,ns,0.02,0.07,ns
4732,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2001,2001,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,17,0,2,1,1,1,8,1,2,1,pc2,PC,PC,survival,S,,-0.01,0.05,ns,-0.12,0.08,ns,-0.01,0.05,ns,-0.12,0.08,ns
4733,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2001,2001,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,18,0,2,1,1,1,9,1,2,1,pc3,PC,PC,survival,S,,0.05,0.05,ns,-0.02,0.07,ns,0.01,0.05,ns,-0.03,0.07,ns
4734,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2002,2002,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,10,0,3,1,1,1,1,1,2,1,wing,OtherMO,OMO,survival,S,,0.03,0.07,ns,-0.11,0.09,ns,0.04,0.07,ns,-0.12,0.09,ns
4735,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2002,2002,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,11,0,3,1,1,1,2,1,2,1,tail,OtherMO,OMO,survival,S,,-0.04,0.08,ns,0.01,0.08,ns,-0.01,0.07,ns,0.01,0.08,ns
4736,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2002,2002,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,12,0,3,1,1,1,3,1,2,1,tarsus,OtherMO,OMO,survival,S,,-0.05,0.08,ns,-0.05,0.12,ns,-0.03,0.07,ns,-0.07,0.12,ns
4737,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2002,2002,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,13,0,3,1,1,1,4,1,2,1,cull,OtherMO,OMO,survival,S,,<0.01,0.08,ns,-0.1,0.1,ns,0.03,0.07,ns,-0.14,0.09,ns
4738,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2002,2002,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,14,0,3,1,1,1,5,1,2,1,culd,OtherMO,OMO,survival,S,,0.06,0.08,ns,0.04,0.08,ns,0.07,0.07,ns,0.06,0.07,ns
4739,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2002,2002,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,15,0,3,1,1,1,6,1,2,1,culw,OtherMO,OMO,survival,S,,0.09,0.08,ns,-0.01,0.12,ns,0.11,0.07,ns,-0.04,0.09,ns
4740,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2002,2002,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,16,0,3,1,1,1,7,1,2,1,pc1,PC,PC,survival,S,,0.07,0.07,ns,-0.2,0.09,<0.05,0.07,0.07,ns,-0.2,0.08,<0.05
4741,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2002,2002,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,17,0,3,1,1,1,8,1,2,1,pc2,PC,PC,survival,S,,-0.01,0.07,ns,0.01,0.09,ns,-0.01,0.07,ns,-0.01,0.1,ns
4742,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2002,2002,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,18,0,3,1,1,1,9,1,2,1,pc3,PC,PC,survival,S,,-0.12,0.07,ns,0.09,0.1,ns,-0.12,0.07,ns,0.06,0.1,ns
4743,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2003,2003,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,10,0,4,1,1,1,1,1,2,1,wing,OtherMO,OMO,survival,S,,-0.06,0.07,ns,-0.08,0.07,ns,-0.04,0.06,ns,-0.12,0.07,ns
4744,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2003,2003,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,11,0,4,1,1,1,2,1,2,1,tail,OtherMO,OMO,survival,S,,0.08,0.07,ns,0.01,0.06,ns,0.04,0.06,ns,-0.01,0.06,ns
4745,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2003,2003,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,12,0,4,1,1,1,3,1,2,1,tarsus,OtherMO,OMO,survival,S,,-0.16,0.07,<0.05,0.17,0.1,ns,-0.09,0.06,ns,0.15,0.1,ns
4746,Clegg et al. ,2008,Evolution,62(9):2393-2410,112,Zosterops lateralis chlorocephalus,V,L,2003,2003,"Heron Island, southern Great Barrier Reef, Australia",-23.4333,151.95,13,0,4,1,1,1,4,1,2,1,cull,OtherMO,OMO,survival,S,,0.16,0.07,<0.05,-0.06,0.09,ns,0.09,0.06,ns,-0.04,0.08,ns
